nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,label
1053.8901956164884,403.80131227960845,1119.9064897470437,350.96879179839493,1054.3079135761186,342.35191256155764,1288.6693706586668,375.01639162056176,1130.2011749623814,381.82556864816394,1424.0813561821726,753.4900852307271,1055.0100506140564,754.3212415643239,1389.9613222352261,1369.617991169139,1001.5287050477261,1256.4159111290126,1176.3353352231275,1775.8243830936892,879.5623898042315,1562.0000626975925,1207.8279511566757,1651.6317618403455,955.9884662108664,1615.2387899554658,1202.4021917558366,2137.2053688138376,949.5979552510184,2000.2749099434582,1137.3348583414397,2464.103918409533,975.0641462867827,2332.7008935356885,em-pe
855.9243905034048,385.4555835055934,942.5994362441481,344.339067629803,864.9035312044018,340.8468568556967,1123.0787973366823,388.4245519972033,938.5097221641688,386.90528008724465,1269.3559870738463,772.3834917239178,874.4152594540369,773.7334160118252,1321.189387577517,1379.101875987962,782.3145801826211,1290.5328986616914,1126.951499374924,1860.8953216196498,677.9677287892146,1624.5543982361078,1015.5427711575876,1664.5257687104815,789.0834603513724,1648.6956715862111,1066.1495128587062,2115.3310670370256,740.7022415339252,2081.145160838324,1048.3514998024077,2525.1317195669685,806.1373663876307,2420.850091481487,em-pe
874.8141396370379,366.301668515929,945.7169149079675,318.2571247115673,868.2960884302042,304.05787724001397,1127.1732303604542,363.79577874209633,908.9539619178624,358.7931900915005,1269.0366805852157,749.8856196422057,864.4059118129865,732.31689453125,1323.480490599161,1367.3383637068337,770.3104789526083,1253.8092800986442,1156.650186382843,1849.1069677924368,680.2519350756932,1601.6205712700632,1014.7256125364786,1684.0030702821011,777.0799866910111,1661.7505072805204,1056.7439667816757,2238.2210852478265,729.5289225893725,2127.007016430569,1067.3996791023226,2587.237886065175,717.7170999133634,2454.1475929824296,em-pe
877.237548828125,380.4182214402967,949.3167191442349,313.07963330458114,863.3455150322227,310.9115125604177,1133.9615889374847,331.9000291638801,898.1234230605544,345.86143167102387,1268.6752895251323,729.7210479617582,856.5886714950145,730.4701226972884,1333.1365515564203,1361.5003533864299,757.9131866336334,1234.6678262554717,1136.0446511353964,1832.2679001626339,678.1356918394334,1561.7608523832685,1012.1599130593386,1691.3688356867096,770.348615238175,1647.4657823139592,1076.714544036509,2216.368759689628,720.1579504347033,2103.8846383298883,1088.80809739406,2570.609178357551,676.6206805158682,2489.645668356335,em-pe
859.1956326377067,407.9446209265564,932.193529893452,331.89916825943885,819.559107680265,352.06579304854694,1095.319865779654,339.0648559095331,818.5903491305935,368.05538192333415,1254.8975404969449,707.0411058715346,826.341685729268,729.1008832760822,1339.2226685995258,1298.8725476691695,759.5212777579341,1153.0449157002372,1146.2773470748723,1747.4326909284184,665.0557961074295,1488.483658727505,1058.7372419899077,1671.2461526477384,781.2462702057242,1602.2731926469023,1117.6838102229374,2194.0338847238268,704.7245628267874,2107.3556387934705,1134.6698354283196,2570.65425650155,679.6492782177164,2519.8619061778027,em-pe
780.8905718020428,395.18909023893485,823.1689191885032,314.0710499685562,723.1985984238206,336.98889468894396,999.1296861700512,299.4557041509606,738.9857666965588,363.6689491123541,1186.651236092534,651.3727340995106,748.9144291859193,707.3302842670842,1328.2684967397252,1184.1620086788666,657.6345504582624,1135.2283807301799,1205.220899767449,1658.9847407359557,566.1022331742461,1540.6702467625244,1038.7140676298031,1559.6356414913666,727.2211762068337,1523.9931241640322,1084.5412744900595,2090.184143303897,709.6302646978356,2033.1675749901203,1170.2167436770428,2560.8008869334417,746.0108181845817,2464.7076867248297,em-pe
703.5386331164883,417.0390587001459,759.2780395982795,345.94798284745866,660.7437668143543,350.09991953808975,881.9509875820768,321.20120467842787,654.0156371120349,353.07755407192366,1093.632076278271,628.3470242867674,679.2054410110652,692.9205773498297,1328.9824370744163,1123.1202964931147,578.5834856441513,1123.960842028666,1293.3625205667104,1516.5132586408681,507.6094927954766,1480.5430846455497,1053.3135962579038,1536.7238228052042,710.7827889409048,1507.0917721759486,1115.9452251330424,2045.3387617415492,766.7633294131506,2006.6948109192608,1195.778314612719,2496.9974312986383,832.0624111784107,2394.414307115607,em-pe
1013.1160418439931,446.11976712594236,1060.8277317151021,383.6397804824295,971.458305626064,381.5381049367704,1085.572787629955,427.6447934399319,831.9364982634668,393.57294579888134,1141.227469240181,702.9684080131323,677.8180287876945,768.7038270230423,1225.4228857611868,1113.7612952147012,553.0260328003404,1182.1116976608098,1250.4728728416828,1435.0395050494124,613.8250447432819,1545.5199245348979,1110.2145872598492,1436.8028297869612,795.9882215952596,1463.2512786508998,1171.6865937348007,1881.1364769842837,852.8276756672544,1950.0148123062074,1158.2820289700876,2237.322434006034,907.7033254423031,2310.2461545476654,em-pe
1024.220212943823,465.7144485651751,1066.5440944567729,408.80920647647133,988.9547503875851,407.33307241001944,1087.8934820152906,448.2274701901447,853.1674538697714,410.51136536357006,1129.2577851885487,704.857866457928,696.5990735955739,771.9597011224769,1213.8395055629865,1099.7739443055386,552.0288370926556,1170.8663904806056,1253.4172277784533,1402.7609098560615,619.8243933057971,1563.0892671221425,1110.6192194719722,1461.4127596250305,798.4517512340026,1501.8492844874756,1149.0580375463583,1909.8907304459508,829.4448365682758,1952.5848602413669,1117.1384302280292,2269.915493620045,895.045602998845,2334.0680572866004,em-pe
1088.6996258093689,526.6648728188837,1103.703593094525,472.32173578284596,1039.2845729723979,471.8869220421936,1110.8898415175856,486.37210534240484,886.762766559764,483.25442599879165,1138.2619942394213,742.2342002067121,719.4867822075632,809.3984071011673,1207.7052396187987,1103.5565423037756,619.528010624392,1219.8279806055448,1284.8604847948839,1396.2847401659776,709.9335975498541,1592.7043523677128,1120.4196463855787,1470.372772810524,865.2778880790977,1514.3854970969114,1106.5739535914322,1911.1102795137042,842.3500530079646,1956.866236586515,1053.6640473005837,2275.4210665810433,874.8051814810312,2344.243107064689,em-pe
1112.6886410843074,513.1690308092169,1134.0274712826028,467.2996883169686,1055.8634313442365,459.7097576453064,1143.878475441543,499.69112411083415,919.9440898969481,479.4453024956967,1158.0990374969601,743.770970444735,770.6121778673698,798.2709669417444,1217.0263529380472,1098.2042507067729,680.1205123723249,1198.2391523665492,1319.1969910855423,1385.1608858219845,789.2915350175554,1544.4841223097033,1141.2802824621535,1449.0125532929535,886.7112262889104,1491.1788619816998,1137.3129925560859,1903.9550567508209,873.0190648179109,1948.2656753480667,1074.5507670005472,2262.200915859831,877.7724922862963,2325.845515032223,em-pe
1156.9271909958659,448.2851757242522,1179.265996435737,405.2897911220209,1101.2806078246595,392.77705211119894,1197.5552498784048,433.0862177392388,976.2834315912269,414.8442962290248,1192.5902655338036,676.085737057697,840.1166602702456,718.9157971333901,1252.342904532466,1021.2855001367948,745.9502437606395,1136.5308543401934,1341.4136407161966,1296.6585555614665,891.6959128769456,1445.237715309232,1188.7079451149077,1375.0663074537938,908.2516586363083,1381.7743418652724,1151.8329712389045,1796.498116222337,882.5070487293287,1829.19900025839,1035.2623704249756,2193.2845463734193,855.3662774349466,2211.21782473553,em-pe
1168.9629628222276,404.5359428197957,1181.951396066391,342.41760966378894,1115.151916978888,350.16412994741,1205.5105911433002,375.59668633724465,985.7404514416646,378.5264688335968,1212.4658155626823,684.6524463460603,846.2201616457928,712.8377452805812,1257.424638206393,1045.2445681085846,752.095149296267,1117.6619285553809,1341.3316018664884,1348.5198285885822,879.1894341257296,1418.4969190308093,1169.724762319127,1346.106185022495,928.6965360530155,1363.4888740272374,1099.8487491830315,1750.967255380831,861.9214247172908,1818.334585701909,1032.5181728021644,2142.18495884758,851.657206613266,2184.059949347945,em-pe
1203.986745158986,349.6822775755411,1231.8005561086454,294.7083825731092,1164.9164079599343,295.8826823549976,1238.0198081643666,319.9465629191714,1038.5149172771767,321.187471471408,1218.2914003602261,643.3432820242202,870.9276393786479,637.7174065734625,1236.194997112111,986.1088805439871,764.148457449234,1032.7534312682394,1281.4007384303943,1292.275059325222,825.2759739026021,1329.4094836758268,1146.5453650329828,1284.2352876774532,878.5816379651021,1297.0224224639774,1080.1469949803927,1716.1899219319978,869.6765896689567,1780.5269400155034,994.9988885426799,2072.2540535537187,858.7602596060312,2135.611876253952,em-pe
1068.5673742628283,381.6408957396036,1100.1499743034867,331.88648505897373,1021.3317063624756,329.6829591743677,1094.5276472633452,370.37207221242704,911.5912933943337,358.6672534274684,1097.5408686181452,673.2541760396401,759.071189791312,672.9747347701848,1105.7461773467899,1038.2835489117217,677.1899889044261,1073.1771529973248,1134.0395096953278,1265.3452357429476,761.7436247948078,1375.4193281477992,1014.8176830009727,1328.3064050340467,790.4076964382068,1331.3538737612475,951.8157953047103,1767.953855759439,795.983795358977,1802.9349550477261,853.3749116533925,2166.81595026751,769.5454329553745,2216.1846306351836,em-pe
1020.3429795795842,385.07171274623056,1031.629120941756,331.9981651454584,976.017197189628,332.47805584265564,1037.6217948230787,367.4424084615151,850.6864626398346,355.9252787192972,1054.7265577501823,676.9962675933244,706.0912705952092,683.8184116229937,1090.9161828185797,1029.6417355073565,619.5453047102991,1107.3894266210177,1117.3047534037194,1352.023479298395,707.5179068123784,1412.352575161114,996.4931004149441,1370.3536239208415,740.1398773787087,1356.5322151629377,916.7829129111442,1791.9206576217473,797.3748316189658,1805.4600863326848,798.6567308002873,2203.28609243905,771.6975373145672,2212.204176609618,em-pe
961.879023095513,353.97036066315053,983.2041105871535,302.63417403521703,909.6459675948445,308.69446988235654,997.672480126763,350.38683464554964,781.4094834383359,353.47037586256687,1027.7184631110165,658.9892910612233,661.9515551852809,698.2347777845331,1064.8619655505229,1008.5228114740394,563.9701967944432,1117.1662233404613,1103.7133527822532,1321.5299732490273,635.2757267636548,1455.2102910498238,943.0001284825662,1328.4522149349466,727.0378807453794,1333.4452897008755,904.7689926206833,1791.5642598074235,762.8315515184217,1878.8931072546814,819.1804902191757,2286.495613068458,802.8422403892191,2290.4828759575635,em-pe
915.4618295157466,313.0467396301982,937.7351385331804,259.83140047422177,857.8261272267146,255.65548432940176,944.8485556279638,304.35734374050037,725.8516327973007,296.2658786402602,975.6325783339919,616.1614111518118,598.4340088840588,666.9799472200268,1016.29638671875,1011.2966622081713,514.9985038074539,1133.6542033035932,1079.5436280246838,1351.9633703565783,583.4471516293775,1469.891091432089,903.8189198534776,1346.9969705663302,706.3603192637404,1341.7061344844358,772.9310079492948,1846.2716164199294,761.2337769979633,1841.239811641233,729.1803144759242,2260.4516269075266,717.3562895184825,2244.0380253773255,em-pe
800.9601756292559,276.27427631778943,823.8400256680143,219.82481722701849,734.6345537831348,223.24714630958172,829.5143881474951,271.5195948975559,581.2655129043045,253.24011182970574,855.2054011125972,596.7554945890078,464.6805284552073,644.8013068173183,908.9233350939323,1001.7977584660749,404.9366089342169,1166.0737770169626,1000.088313358767,1368.1586667071986,520.418411433001,1513.2704679140322,827.9724714820952,1373.8427401887768,562.6569529730059,1376.9692933791343,680.2327600620137,1877.834546278423,601.6965208535993,1919.5989366820813,630.9373943165583,2386.106776671651,628.2865537650854,2385.251952887509,em-pe
785.3713906136004,274.31870041190416,804.1611804294216,218.0827456225681,717.6598551115637,224.45829755137402,797.9164436726255,274.5661706590467,565.4775941603842,255.6466449188351,813.1580337940022,613.7081327327031,440.8558150117036,648.813573933761,850.6026473583415,1055.1578364390807,406.09785859223007,1199.921357269881,951.0522478749317,1344.9083095209144,577.6048094753162,1540.5139967625244,778.5815477185677,1411.1300671054232,546.9778145519213,1417.046660783226,692.1406477991245,1882.4723726858888,595.29562864786,1894.5260228257234,562.6869433213765,2368.0629555075084,560.7841948869163,2364.8528340261732,em-pe
800.996746849921,248.79112867065905,816.32352005183,190.79606943093384,730.943955002128,196.37028438107976,835.2376120006993,246.2158108128648,553.45347838643,251.60713878587063,810.8678142384333,607.5026171495015,453.1007735552955,641.1925132543661,862.2639625638376,1051.1810896461575,396.8680462670234,1222.6069706423273,943.9226487452881,1340.3624965801314,588.5857988053259,1594.452943096829,762.0762093985591,1430.4994085883352,513.8774233569432,1507.4157382356518,703.1075206712062,1897.561602759454,596.2099922862963,1928.6478147989117,523.8246243844236,2373.8580049151115,528.0996502234315,2371.8665239504803,em-pe
834.4629357482672,276.3307563989543,852.259013253891,223.60630851775292,763.5387898604695,225.72047133390078,839.4778098021036,270.0680031386795,603.7219095786722,267.53262649714253,797.0956900333153,644.0987666386111,470.0923370480074,674.3891663310129,816.7026124946801,1092.626435394881,408.26914746473733,1251.7931178942729,914.321217815236,1366.281168303137,512.8289818670963,1642.4970931116245,766.9675335717109,1475.3407804140322,507.37661161311405,1526.0244169123905,783.7506673493738,1924.9680147282345,484.47574244399016,2067.413046276523,504.86173280946014,2261.948740918349,508.54398616093147,2395.3416187568396,em-pe
807.2860302164397,244.3356620105788,825.896782188564,177.9083180705861,735.0267129742217,181.51532243661845,842.5133992354695,220.28249540217655,572.472432058609,213.5953126899927,778.3985241841713,622.7558952361229,435.2066645640807,600.7771722815844,766.3991062743191,1092.9743999080436,339.1378511065175,1191.8068306177042,863.9596949477141,1473.3947682658986,442.5298478538424,1594.7963145363656,708.938567758998,1453.7368703166799,494.6243761114573,1490.2348689810312,696.2748795446255,1879.1003869201422,438.73786421601415,1913.2022793840342,533.9775542619163,2195.809423543136,398.2563799550097,2403.4814571870443,em-pe
775.9426951130076,255.69154969449173,792.1767185077592,192.34188807149806,715.4291840193337,193.310957734223,793.7486544657311,221.2596183806542,560.3377975285749,206.86253172878162,769.8680500668775,602.8518854875973,426.81633500273585,588.4895627507904,782.0711995284382,1042.8827593020428,396.48535346242704,1201.1848040035263,893.464198724769,1373.2482007690905,538.4359325601897,1607.780448230788,732.8176345528332,1408.30782760442,509.3509326741853,1474.7267524927042,723.151565729876,1856.9235098872205,588.205856145124,1836.9658782602748,603.7451694354937,2243.063170436755,600.2816285604633,2260.5962992271097,em-pe
889.7209102170477,232.9780406432393,915.0241195738083,182.87740863250852,815.7420663796511,193.1899703801374,927.2319606677104,222.56430778058123,677.2830283317121,221.8699129453429,890.9404923850925,630.8171681207442,570.3897510335603,610.6581964752554,919.9691261855544,1106.8705779198078,533.9089621458536,1216.3878159578671,1044.4268822577212,1403.2394088566998,731.6667014986624,1602.575260859983,853.163711013497,1447.2193130908772,643.1404470005851,1522.6155345634727,821.2161670491853,1924.6460364671998,622.4305802282192,2019.0472673349343,733.3051273331105,2300.8585152830133,608.0367650132235,2420.041919515291,em-pe
1023.0227554261917,248.26629757417317,1043.9372188107977,194.65559310022496,959.8397340292133,193.2874936352444,1034.8745240682758,236.37825457502433,801.0105302268894,231.29721793683123,993.8783543211941,585.1548678030764,712.9041714798152,588.2614955085725,979.8490531713583,1033.7056272039154,627.0253323209889,1162.588978333232,1082.6179379711818,1381.933460755107,770.8607500721973,1539.4145517312136,968.0913214182576,1399.9699764029062,732.2715337731031,1417.8263409685069,801.2915324051557,1924.032645021431,711.9637123434461,1962.6490540263255,723.5720528331713,2298.963091067303,585.0630633283682,2404.298361692911,em-pe
1037.1887064536722,266.798494687804,1045.9352058380957,211.94266590162937,975.7311014257052,205.73773217108464,1039.1023319704523,248.6613589038181,810.0582814494924,235.31824727930447,987.6589882698504,593.9017946710846,713.6204249756809,597.2607089387768,1010.6850424443701,1070.8828533484314,641.9417497805584,1151.2082514781432,1087.5123139021462,1385.6223686010458,768.4313798600133,1534.4011952441026,981.5142014796631,1393.8417569765322,735.5973323124392,1419.6676754487628,849.4298318944552,1909.5224652123359,729.6008158286722,1928.6365517939112,698.0604784776265,2320.538847808244,603.1369671654609,2403.587563362567,em-pe
987.1467513147495,371.97937249209633,960.1198171177728,304.2285429364512,969.0991163439323,311.7508587670234,736.1144639545842,302.1351415730636,865.3188457563231,314.54803169933274,759.8305217579646,674.8036306655824,687.3801763512281,708.3152919427894,692.4373309064932,1249.5262745660566,683.7818237779669,1272.7051756446929,839.2106895595209,1662.4145840299732,862.3903077121838,1693.9507937895185,603.4626597838643,1550.9999791008026,697.426045339859,1558.1730277807333,659.116961408682,2053.936412529259,682.2486491518725,2060.7193278153118,640.789206538219,2392.978511172046,615.7092261407162,2398.5755985720148,em-pe
1014.4700438503162,386.7823073093993,996.4538431724222,303.89106602056484,1013.7775774410263,303.9149124798608,899.1873109572593,295.77524385563595,909.6757489512404,302.6116076517662,800.7476278223417,667.8817048425341,737.5538249331225,686.5975869026629,812.4278277089161,1226.8770756702943,729.0992018406494,1245.4687096265504,901.3756896735165,1639.3579529046085,884.1867267296936,1666.9491921510214,642.6503602261673,1527.407468803198,740.7598188229572,1530.0172323382783,704.6954559444916,2053.249559216926,711.671057081408,2062.0017981622004,683.0080167421571,2401.182557339798,643.947328203847,2403.368082603128,em-pe
1132.3957296289823,384.3123689050341,1103.3550942268816,309.7798043930113,1111.9195491330634,321.47233183745743,923.820233178046,325.7855895521112,985.3038862057697,333.0508672216987,921.6016194978113,682.3450514500244,818.5684595961516,696.2523606593506,863.0159441877431,1158.3386325465103,801.3207342838036,1235.6935232437074,1159.8136931541828,1245.6945753283073,1194.3271218385214,1270.6469195176655,819.4069947714008,1537.4392593324417,822.5114755593386,1479.8545605848735,802.3497128022784,1987.4382381216562,836.665618540248,1992.53949948322,792.1511739886689,2367.65235989938,717.8661444400534,2385.5478576185174,em-pe
1082.7157770891597,403.6759455936892,1102.2417061059855,354.1181512379925,1058.8161792087185,362.11675146674366,958.3208260740287,393.7055132082928,931.4625852117279,404.6165044762281,877.3103920309461,669.5209476456104,802.2942960865303,662.1721960876703,1013.4973952000244,1008.5381391354572,967.0198124392023,991.2344965953307,1237.3681640625,662.2006878685859,1214.1105871534533,656.9983634503435,890.3354511186772,1438.7551300998791,835.9402596440298,1451.2041903840893,842.388555029487,2000.7792978249636,785.2465879685221,2005.8027429246717,814.4102175226471,2383.100172703368,706.3445403696498,2463.2629964509365,em-pe
1078.3631439802712,474.5016203409039,1031.5662713551799,446.0060184938898,1055.7830359314203,446.7801390176617,946.6149011752948,473.7083268814978,924.4978587822227,466.52374267578125,914.3994330617704,692.9651068898954,776.6314721014712,711.975496640929,988.5014800431663,810.2458078109801,835.1533621108949,947.4279583289002,1077.8495295780642,455.03440055401876,952.9474518178502,734.4727987445282,945.8036934819204,1468.1652523293105,799.1848048347445,1487.7840580921693,837.5144014469845,2040.6976603348432,784.811340807013,2044.0326141476169,778.2760952604419,2426.5062122864483,730.3294900975802,2441.936339144577,em-pe
1105.7501695684887,510.110129271036,1105.5563170436756,428.1317067424611,1070.111929451909,442.84180399972644,1075.899575081317,434.586580625304,932.1679711249087,421.6209085071133,972.682783668607,779.4975369820799,817.4181606426314,725.5694793819918,966.8060172114392,1008.073331484071,843.5362962062256,740.0296626109557,916.13259400839,645.7386156371596,948.822485779046,573.5492822075632,938.0213577923607,1511.0416065023103,835.9297197987598,1520.685189688716,840.8190775474222,2028.6128205176922,789.3000057235301,2031.4648864983585,775.853271484375,2427.43934245425,736.1224341485288,2440.6805158681905,em-pe
1098.2175003229877,459.91453059452516,1094.4320666836393,416.8902564141537,1053.318441071863,408.58909517874514,1060.40227630259,433.2491554824295,890.4023333004013,405.91519485651753,959.2566387013239,788.4985915603341,754.4509400839008,737.6075216211698,1015.9507567409412,1185.5934849601776,813.8434787854146,1172.1752739694796,1081.9446347010276,1439.2590887166184,767.8632209273164,1488.70583619589,906.5397198747569,1515.5048106152724,812.8980929007325,1514.552643178502,890.8202982505472,2051.1702149387465,802.7831710637311,2056.6404302574783,774.1549338255411,2447.2901293090345,779.9956171058031,2458.334633200085,em-pe
1032.9938860347763,518.4113570038911,1024.5945175705253,457.312156588187,983.1117337594237,461.673873723249,999.1960126231154,490.8283681906615,840.7027545142266,462.20334420408255,933.551096637889,812.3662427612779,807.6491454603142,824.6180909153088,1005.048828125,1208.1819645625608,812.4452120413575,1198.5597413059338,1075.3020361518118,1479.7266147479936,847.6462706332077,1508.2526323489178,886.671698306785,1550.5375606076727,800.5703776912467,1558.6375599426983,818.2372215656919,2065.5103251535143,804.581750654525,2069.776093449574,799.224241382881,2493.2734460496717,716.4910057453794,2507.5329637341924,em-pe
1017.9223442819796,501.6259908119528,1014.4210732307879,445.8411238258451,990.7875957563231,452.31007141825756,986.8072153529304,471.89987063871746,849.9821501854328,423.5932702684217,902.138515131019,825.2664101448504,817.7206361525718,812.5364797866762,996.4173598233829,1183.678933228964,769.3330876094358,1223.2847268664884,1043.0141012585118,1508.2010303304353,789.8745822535416,1496.3793565327092,939.2798041555204,1566.5628348621412,731.5744267920113,1546.1431861016538,820.0796188176373,2037.2415339250972,725.6327327030642,2040.957311489239,759.8184643459692,2505.0466669579887,612.5678772685129,2514.7819192493007,em-pe
